Class,Text
1,"Where do we go when we die? If there is only ONE absolute truth to this question, why are there so many different answers? Just want to know...have advanced cancer and would like to hear what you have to say. http://360.yahoo.com/mrknstktn Hi,\n\nI believe there is such things as absolute truth, variations only stand when different people believe differently.\n\nWhere do we go when we die? All brings back to the very reason for existence, very reason why God created mankind. (N.B. I do believe in God) Did God created man so that he could spend his time leisuring, get drunk, fool around, have intercourse for fun etc?\n\nYou asked for opinion and this is mine: No, God did not create us just for fun without any particular reason. The Supreme ONE must have had a cause for all of us. As for me, I believe that we are all created to 'enslave' ourselves to Him. Life is a test, and only His worthy subjects will be rewarded with heaven in hereafter.\n\nSurely, He must have provided us with a manual for us to navigate ourselves in life i.e. finding the true path to Him. Like we when buy a car, the manufacturer provides us with the manual. So it is up to us to look into the manual, or rather to look FOR the manual in any old 'drawer' that we might have misplaced it.\n\nGood luck. May God bless you."
9,
9,
9,
5,
10,"What really caused Bush to lose popularity?? Is it because he invaded Iraq?? Or is it because he is arrogant?? George Bush Jr. could not be the CEO of any major corporation in this country.\nHe lacks the leadership qualities to bring diverse groups of people together. He lacks the ability to analyze a problem taking into consideration other points of view. He is totally incompetent to run Texas, let alone the greatest Democracy of all time.\n  His election to the Presidency, although still in doubt, was the most absurd choice in our history. There were hundreds of men and women who could do the job and we the people picked him.\n  We knew about his past problems with alcohol, his mediocre college record, and his failure as a business man and we still said, ""Here take the job as head of the free world and see what you can do with it>""\n   I think that a critical mass of horrible things happened that has caused the American people to feel terribly guilty that they allowed this man to be their President and even re-elected him. \n   His appearance as a strong leader has given way to being a spoiled brat who has a stubborn streak. His advisers told him to act like a leader and I must say that if you were not born to be one, it is hard thing to do. \n  I think there were three last straws. Terry Schiavo, Katrina, and Harriet Meiers. These events along with rising gas prices and loss of pensions and jobs by millions of people are driving the heartland crazy.\n  Three more years....Unless Congress can neutralize his poison...instead of rubber stamping his policies. Either Democrats must be elected or Republicans must show some backbone and stand for something again."
8,"does anybody know the group that sings ""staring down the barrel of a 45? swimming through the ashes of another life"" Its a song called ""45"" by Shinedown. These are the lyrics; \n\nSend away for a priceless gift \n\nOne not subtle, one not on the list \n\nSend away for a perfect world \n\nOne not simply, so absurd \n\nIn these times of doing what you're told \n\nYou keep these feelings, no one knows \n\nWhat ever happened to the young man's heart \n\nSwallowed by pain, as he slowly fell apart \n\n\nAnd I'm staring down the barrel of a 45, \n\nSwimming through the ashes of another life \n\nNo real reason to accept the way things have changed \n\nStaring down the barrel of a 45 \n\n\nSend a message to the unborn child \n\nKeep your eyes open for a while \n\nIn a box high up on the shelf, left for you, no one else \n\nThere's a piece of a puzzle known as life \n\nWrapped in guilt, sealed up tight \n\n\nWhat ever happened to the young man's heart \n\nSwallowed by pain, as he slowly fell apart \n\n\n[CHORUS] \n\n\nEveryone's pointing their fingers \n\nAlways condemning me \n\nAnd nobody knows what I believe \n\nI believe \n\n\n[CHORUS]"
3,
3,
6,"Why are tennis bracelets called tennis bracelets? IF people dont wear them while playing tennis then why are they called that? Tennis bracelets, also known as diamond line bracelets, are thin, elegant pieces of wrist jewelry that feature a symmetrical pattern of diamonds. Unlike charm bracelets, they lack pendants or mementos. \nAccording to numerous web sites, such as Professional Jeweler Magazine and Normans of Mosman, tennis star Chris Evert was known for her diamond line bracelets. She lost one during the 1987 U.S. Open, and the game had to be temporarily halted while she prowled the court for it. The ""tennis bracelet"" incident sparked a new name for the item, as well as a huge jewelry trend. \n\nFollowing in the footsteps of the great Chris Evert, last year Serena Williams wore a custom-design Harry Winston tennis bracelet at the U.S. Open. According to the press release, ""Winston added an extra secure safety clasp to the bracelet to make sure the flexible and fluid piece will stay securely on Williams' 7 and one-half inch wrist."" \n\nRegards\n\nParadiso"
1,"Is it possible? Can a person who has been evil all their life really earn salvation just by saying ""Im sorry"" before dying? No person can ever EARN salvation. Salvation is a gift from God.  Yes, all a person has to do is repent (meaning turn away from sin/old lifestyle) and believe, even if they have been evil all of their life."
4,
7,
5,"Can I run 2 internet servers at the same time? My club wants to have a chat room on AOL for meetings.  Do I need to change from my server to aol as I want to keep my own?  Or is there another way to do the chat without having aol?\nThanks! It appears that the question period has expired. If you have received an answer that meets your needs, please choose a 'best answer.'\nRegards."
1,
3,
5,"How good are Dell XPS desktops? I don't care about Price.  ETA of the system is a major part, I'm willing to spend up to $8,000 on computer, screen, and accessories.\n\nWould a top-notch Dell XPS desktop be a good buy?\n\nBaring in mind I'm not building or buying part seperately.  I am looking in particular for people who have used the XPS 600 I helped a longtime occasional client with the setup of an XPS 600 within the last month - she'd been on Windows 98 about 2 years longer than she should have been, so it was ripe for her to upgrade.  \n\nPhysically, the machine is pretty imposing - it's slightly taller than the standard Optiplex or Dimension tower, and taller than the minitowers you find in most stores (CompUSA, Best Buy, Circuit City, etc.) but the extra size does provide a lot of space for internal devices, many of which you can have preinstalled and configured by Dell.  It's also pretty wide - wider than her old tower by 2-3 inches.  \n\nBecause my client wanted several measures of reliability and backup, we had the system preconfigured with a mirrored RAID array (2x250GB HDs), a DVD+/-RW drive for ad hoc backups, and an external harddrive for scheduled backups that can backup the entire drive.  Since she also wanted to be able to do graphics editing in the future, we got the machine with a GeForce 6800 graphics card (leaving open the option to add a second card in SLI configuration at a later date, if needed, though if they'd offered the option earlier, I would have recommended the 7800 GTX) and got a good 5.1 sound card installed as well (hooked up to old speakers, but WTF - it's her money) and 2GB RAM, with room to go up to 4GB if needed.\n\nFor external expansion, it comes with 8 USB 2.0 ports, and 3(?) firewire ports.  6 of the USB ports are in the back, with 2 firewire, while 3 are in front, behind a small panel.  We actually used most of the USB ports while setting up most of her peripherals, but you can always add a USB 2.0 high speed hub if you have that many additional devices.    If you have older keyboards and/or mice you're fond of that are PS/2, the machine does have ports for those as well.   (My client is still using a 10-year old keyboard from her old 486 PC that ran Windows 95.  I think it's Dorian Grey's keyboard, and has a printout of itself aging in a closet somewhere.)  If you have an old parallel printer though, it does NOT have a parallel port, so you'll need a parallel to USB cable or you'll need to order a parallel port card.\n\nFrom a software standpoint, the machine is very nice to use - everything runs very smoothly (in part thanks to the dual core CPU) with the only hiccup being AOL, which was preinstalled, but still has problems even in version 9.0 with playing well with Internet Explorer, since AOL uses the IE kernel for its own browsing component - running the two at the same time caused problems.\n\nAll in old, I'd say this is an excellent PC, competitive with other high end PCs from boutique manufacturers.  Where it falls short is the ability to get Dell on the phone - even with ""a separate queue just for XPS users"", we were on hold for close to an hour without ever speaking with a representative when trying to find out whether the shipped PC actually matched the original specs fro when the PC was ordered through the website.  Smaller PC vendors, such as Falcon-Northwest, VoodooPC, Monarch, and ABS are much better about being responsive to customers after the sale than Dell was here.  Aside from that, it's an excellent PC."
10,"will we ever dissolve our assinine government and form the first true democracy using the internet? i know its scary to think of computers running our lives but lets face it is george bush or condelizard rice really the way? if we all just woke up and voted locally nationally and internationally every day we could have a form of true democracy, especailly if we concentrated on the local level and executed the ones who try to fraudulate the new system. i'm not that into computers but i am deeply, seriously afraid where this country is headed! yes i vote everytime Good luck getting people to vote every day, let alone every 4 years."
1,
8,"how can i perswaude me dad into installing wow(worldofwarcraft)by christmas with pretty bad grades thanks? i got alot of d and fs on my report card and then i got tons of as and bs and my dad still woulnt install wow o am planning on the whole come on its xmas thing but i dont know if that is going to work because my dad can be very stuborrn sometimes thx in advanced Given your grammar and spelling skills, perhaps more time studying isn't such a bad idea."
1,Why greek language remains books languag ? Is there historican reason ? Greek is the basis of all spoken languages.
7,"What are some ways to be creative? Looking to come up with some great invention ideas, and I want to put myself in an inventive state of mind.  Any  best practices? Roger van Oech has some good books on breaking existing patterns in your thinking: http://www.creativethink.com/\n\nAlso, if you're looking to invent new products, I highly recommend Kathy Sierra's blog, ""Creating Passionate Users"" as a source of wisdom: http://headrush.typepad.com/\n\nIn general, the fundamental task of innovation is to look at the world without the assumptions you normally apply, and look at ways that things could be improved that you wouldn't normally think of changing.\n\nGood luck!"
5,
2,
3,
2,
3,
4,
7,
1,
3,"How many people on here know about HLHS? Hypoplastic Left Heart Syndrome. My baby was born with it and her webpage is www.carepages.com and the carepage name is AllisonPatton. Hypoplastic left heart syndrome is a term used to describe a group of closely related rare heart defects that are present at birth. Hypoplastic left heart syndrome is characterized by the underdevelopment (hypoplasia) of the chambers on the left side of the heart (i.e., left atrium and ventricle). In addition, the mitral valve, which connects these chambers to each other, is usually abnormally narrow (stenosis) or closed (atresia) and the aortic valve, which connects the heart to the major vessels that lead from the lungs (ascending aorta), may also be narrow or closed. Infants with hypoplastic left heart syndrome also have an abnormally narrow ascending aorta."
5,
7,
9,"how do i get a boy to tell how he feels about me? he likes me but he wont tell me I'd just ask him. Or ask him out. If you know he likes you, then you don't have a lot of chance for embarrassment. Your luck's pretty good on this. Or you can do the little move most girls do.... dropping hints and subtly flirting. Most guys, however, don't get it so just be straightforward."
9,
7,
8,
7,
7,
8,
10,
7,what is the prime color that all other colors come from? if u are an artist or painter u should get this it's simply White my dear!!!
1,"Should Christ's teachings in the Holy Bible be the sole reference of true Christian Religion? I believe so, but I wanted to know if everybody agrees or if there someone who could change my mind... thanks for answering Christ's teachings came directly from him (Gospels)aswell as other people like Paul (Whom Jesus spoke to after he went to take his place at the right hand side of God. \n\nSo I would have to say no. But you also have to treat things not written in the Bible with a lot of sceptisism."
10,Campaign manager for Rudy Gulianni? Who was Mayor Gulianni's campaign manager Placa and Peter Powers
5,
7,
2,"Is taurine really bad for you? That stuff in ""Energy Drinks."" According to Whole HealthMD, relatively little is known about the additive with the exception that it has some healthy side effects. \n\n""It appears to shield the heart from harm. It's best known for empowering bile acids to clear cholesterol from the body. It may also fight cellular troublemakers that can damage the heart. Studies in animals suggest that taurine lowers blood pressure as well.""\n\nIt sounds like it is beneficial. However, like a lot of supplements, it's hard to judge something that hasn't been fully analyzed."
6,
8,
7,
10,
1,"Do you think that since I'm from Nashville, TN that I don't wear shoes? Lol....I can't tell you the number of people that ask if I wear shoes, listen to country music or if I ever slept with my cousin. Do we Tennesseans have that bad of a reputation? lol It's not just Tennessee; unfortunately we in Kentucky have a similar, and similarly unjustified, reputation. I think it was a rumor started by Yankee jealous because Southerners can pronounce ""r"" sounds in the middle of words. (ex: New York vs. New Yawk).\n\nBTW, I've been to Nashville, and I saw many shoes of all types there. :)"
7,
3,
7,
3,
10,
2,
4,
7,"Please help me  to find my friend? I want to find my friend miss Chi Chu. She was come from Taiwan, living in CA now. I just have her telephone number 3695958 and fex number 3965548 I have xall her but still can't contact.She have two daughters.She is about 44 years old.If somebody know her, please tell me. I miss her so much! The State of California has 26 Area Codes. Namely: 209 213 310 323 408 415 510 530 559 562 619 626 650 661 707 714 760 805 818 831 858 909 916 925 949 951 \n\nIf your friend lives in, say, Chinatown, Los Angeles, her Area Code would likely be 213 (Chinatown, San Francisco would be 415). In this case the phone number you would dial would be 1 (213) 369-5958. \n\nOf course, California is an immense place, with innumerable people. You could try all the Area Codes listed above, unless you have a more specific idea of which city she lives in.\n\nGood Luck!"
7,"why do we hav dream? When i sleep i often hav dream y do we hav dream when sleeping. Everybody dreams though they may not remember them. There are many schools of thought on the dreaming process. It is believed that they are just random images going through your brain, it is also believed that your dreams hold meanings by analyzing the images. \n Personally I love dreaming and when I go through stages of not remembering them it saddens me as I learn alot of things from my dreams. They also give me ideas that I can use in other ways..."
10,"What is the legal definition of ""war""? It seems that the term ""war"" is being applied to such a range of conflicts.  World War I and World War II were more clear.  But the drug war, war on poverty, war on obesity, and the war on terrorism.  Should not Congress declare war?  And shouldn't the conflict with terrorists be a police action? A state of open, armed, often prolonged conflict carried on between nations, states, or parties. \nThe period of such conflict. \nThe techniques and procedures of war; military science. \nIn an active state of conflict or contention.\n\n\n--------------------------------------------------------------------------------\n[Middle English warre, from Old North French werre, of Germanic origin. See wers- in Indo-European Roots.] \nWord History: The chaos of war is reflected in the semantic history of the word war. War can be traced back to the Indo-European root *wers-, “to confuse, mix up.” In the Germanic family of the Indo-European languages, this root gave rise to several words having to do with confusion or mixture of various kinds. One was the noun *werza-, “confusion,” which in a later form *werra- was borrowed into Old French, probably from Frankish, a largely unrecorded Germanic language that contributed about 200 words to the vocabulary of Old French. From the Germanic stem came both the form werre in Old North French, the form borrowed into English in the 12th century, and guerre (the source of guerrilla) in the rest of the Old French-speaking area. Both forms meant “war.” Meanwhile another form derived from the same Indo-European root had developed into a word denoting a more benign kind of mixture, Old High German wurst, meaning “sausage.” Modern German Wurst was borrowed into English in the 19th century, first by itself (recorded in 1855) and then as part of the word liverwurst (1869), the liver being a translation of German Leber in Leberwurst."
6,
1,"How do you define a Christian Fanatic? I see people throw around terms like zealot and fanatic, but I'm not sure what in their mind meets that definition. Easy: someone who love's Jesus more than you. :O)"
7,What is the reason for Poitns on yahoo! answers? Im so confused! so you can get free stuff and advance levels so pepole can count on you to awnser there quistions because there confused or they just want awnsers
4,
6,
5,
4,
9,
6,
6,Anybody watch the Bears game last night? What do you think are their chances of winning the superbowl this year? They have a good chance! But first they need to get to the superbowl first. I hope they aren't thinking ahead like you are! Da Bears
7,
8,What is your favorite Horror movie? Whoever chooses my favorite will definantly get thumbs up Halloween is my ultimate favorite. Michael Myers is the bomb!
2,
7,
6,"where is josh thigpen of the met-rx wsm competion from? His accent is definately southern, maybe texan.  So I was just wondering He's from Pasadena, Tx.  I grew up with him.  He's a really great guy.  The kind of guy who would do anything for you."
10,
4,
3,im losing my voice? how can i get my voice back quick?? Drink soothing liquids like tea with honey and lemon. Take some vitamin c drops. Is this from a cold?
7,"how do i stay at home and have parents let me watch their kids for daycare? i can't find any info on going about this. i have a college degree and a teaching credential. thanks! When we were new parents, we were looking all over for someone like you!  There's an organization in our midwest city called CCC which helps to arrange daycare.  I don't know what it stands for.\n\nAlso, run an ad in the paper, and look for ads.\n\nConsider placing a flyer with some of the local churches.  Many professional women looking to go back to work are looking for an in-home daycare worker."
5,
7,"Who likes Angelina Jolie?? She's so pretty!!! Does anyone like her, what about Brad Pitt??????? her humanitarian work is to be applauded.  she uses her celebrity for really good causes."
8,"Natalie Portman or Jennifer Garner? They are both beautiful and talented!\nI perfer Jennifer Garner for her comedy and her butt kicking! I would say Jennifer Garner. There is just something about her that screams ""normal"". Although, I really don't know much about Natalie Portman. Wasn't she is Garden State with Zach Braff? I love that movie and he is absolutely adorable!! Oops... I got off subject a little didn't I? Anywho, I like Jennifer Garner better."
3,"How can I find someone  in Indiana or Ohio who performs cool laser therapy? There is a holistic clinic in Vail Colorado that offers cool therapy laser treatments. How can I find someone in Indiana or Ohio who does the same treatments? I've tried everything I can think of via internet directories, and asked the staff at the Eagle-Vail clinic. I can find training schools and laser sales, but no practitioners. The laser has worked wonders on my injuries and my mother's arthritic shoulders. My mother would like to find a place near her home in either Indiana or Ohio. Anyone, please help! Try a chiropractor or acupuncturist."
7,
5,"How could i able to show only those record which are satisfying my condition and that cond.is given from VB AP I want to generate a report which is complitely dynamic. that means then report will show only those records which are saris fying the condition passed from vb6.0 app. Or I want to get some records from the attached table which are satisfying the condition.\nex:\nif i will pass 5000/- as salary from VB App then the report will display only those records whose salary field contains 5000/-. If I will pass ""A/C"" as dept then the report will display the records of only those employees who are working in A/C dept.\n\nThe answer is very necessary please help me. First of all you need to design for the specific criteria.\n\nRemember, the windows API follows message passing architecture and you can handle the text change message by double clicking the textbox or creating one method for your own. Now in each textbox change method, try to find all records that match the criteria for a given field ( the same text string), and display ( you might be able to display only one or also program with a next button ), the current record.\n\nBut catching a textchange message is very performance intense thing to do in programming. You may wanna first enter a value in any text, and when a button is clicked you might wanna check for any nonempty textbox and get required recod and display.\n\nHope it helps."
7,
7,when selling on e-bay how do i make sure my item stays in the front pages so i'll sell? i really would appreciate a real answer . It is only possible if you pay alot of money to ebay. I'm talking about hundreds of $. It will  sell anyway if you properly list it.
6,"Does the Skyam camera ever interfere with the quarterbacks' throws? SkyCam, a camera suspended on cables above the playing field, gives us viewers a unique view of the action from an angle that helps us understand the game much better.\n\nMy question is, since the cables and camera appear to be not that far above the action, has it ever interfered with a play? If lets say the camera causes a pass to be deflected and intercepted during the Super Bowl, what will they do? \n\nIn baseball they have the ground rule double for cases like this (playing in domes) what happens in football? It seems that the skycam operator is instructed to keep the camera behind the ball.  And if it happens they have a replay.  Definitely check out my source."
3,
8,
7,"How do you find the will to live when all you can feel is regrets and emptiness inside? I have been feeling this way for a year now.  It's the result of a very bad decision that I had made for myself.  One that I can't seem to forgive myself for. Live with your choice.  That is what life is all about.  If you feel like you need additional time to kick yourself in the butt, do so.  Learn to express your regret, write it if you cannot speak to anyone about it.\nYou do not have to go through this alone.  Pay attention to those around you and you can find help.\nTime will pass.  This is not the end of the world, it just may seem that way now."
4,"Where is Blue Danube? You are crossing the 'blue' Danube, in a city where many great composers lived, among them Johann Strauss, jr., Beethoven and Mozart. Where are you? The Danube goes from Germany to the Black Sea, but clearly you're referring to Vienna, Austria."
5,
9,"I'd like a 15-16 year old guy's opinion on this one...? ok so I really like this guy at school alot..and I have for about 3 years now.  I really think he likes But I'm not really sure.  He's really shy and nice and super funny.  I don't know what to do.  If a girl liked you and they told you, but you didn't feel the same way what would you do? Would you ignore them?\nWe are pretty good friends and I don't want to ruin it But I really really like him.  Please help me.\nwhat should I do? tell him. most of the time shy guys like girls to make the first move. if he doesnt feel the same way about u he wont ignore u. it won ruin the friendship. go for it"
5,"Best bit torrent client? im currently using shareaza to download torrents. do u think there is a better client to do that?\n\nthx guys! There is no critial answer for the word ""BEST"".\nIn my opinion, it is depends on the user-experienced,\nand the functions user needs.\n\nFor beginner, I guess the best is BitComet which\nis fully functional BT clients\n(such as BT download, create)\n\nFor more experienced user, the Azaureus would be the best\nchoice because user can modify the source code to \nsuit their need.  Also, it is OS independent which\ncan be use in most OS.\n\nHowever, for me, I choose BitSpirit, because it \nprovides a unique ADSL anti-freeze function as I use ADSL\nfor internet connection.  I experienced a connection\nslow down when I start BT from other BT clients.\n\nOther BT programs such as BitTorrent, Bittornado \nprovides different user interface which might be\na choice of other BT user."
1,"What should I give to a friends who's so serious and grey for X-mas? She's very serious, with a grey personality....=( I don't know what to give her!!!!! she always wears balck clothes, or grey or white....=( and ....a very important thing, I HAVE NOT SO MUCH MONEY! hehehehe =S what a situation! Get her a humourous book (i.e. author Erma Bombeck)... or take her to the shelter for a dog or cat. \nA loving 4-legged friend will change her perspective.\n\nVince C, Orlando, FL"
8,
7,
5,"Grandfather in mi'k-maq indian? I am trying to find out what the word for grandfather would be in mi'k-maq indian. Where would I be able to find this? I could not find a direct translation for grandfather in ""Mi’kmaq,"" but I did find a couple words that are close: \n\ngisigu http://www.mikmaqonline.org:6809/words/gisigu.html\nPronunciation guide: gi·si·gu\nDialect: Listuguj\nPart of speech: noun animate\nTranslation: Old man\nMeanings:\n* old man\n* elderly man\n\ntata't http://www.mikmaqonline.org:6809/words/tata't.html\nPronunciation guide: da·daat\nDialect: Listuguj\nPart of speech: unclassified\nTranslation: Father\nMeanings:\n* father!\n* dad\n\nI hope this helped a little. You might want to browse around the site below, it seems to have a lot of stuff."
3,
7,
6,"What year did Wahoo Mcdaniels die? wrestling star April 19th, 2002\n\n\nHOUSTON (AP) -- Wahoo McDaniel, the former pro football player who became one of pro wrestling's most flamboyant figures, has died of complications from renal failure and diabetes. He was 63. \n\nMcDaniel, who lost both of his kidneys about 4 1/2 years ago, died Thursday night at Cy-Fair Medical Clinic in Houston, his oldest daughter said. He'd been in failing health in recent years, often undergoing kidney dialysis. McDaniel was on a waiting list to receive a kidney transplant. \n\nHe was born in Bernice, La., on June 19, 1938, and was a schoolboy football star at Midland (Texas) High School in the 1950s. \n\nMcDaniel moved on to the University of Oklahoma, where he lettered at linebacker from 1957-59. He holds the school record for the longest punt with a 91-yarder against Iowa State in 1958. \n\n""He was a wild, crazy Indian,"" daughter Nicky Rowe said Friday. ""He was bigger than life. He was just amazing."" \n\nThe 5-foot-11, 280-pound McDaniel was selected by Los Angeles in the second round of the American Football League draft in 1960. He bounced around the AFL for much of his eight-year career, spending time with the Houston Oilers, Denver Broncos, New York Jets and, finally, the Miami Dolphins. \n\nBy the end of his football career, McDaniel had already established himself as a big name in minor-league wrestling circuits around the country. But as a member of the Jets, McDaniel began to headline wrestling events at Madison Square Garden with the help of the arena's owner, Sonny Werblin. Werblin also was involved in the ownership of the Jets. \n\nMcDaniel capitalized on the stardom from his gridiron days to make a smooth transition into full-time wrestling. He became one of the country's most popular and beloved wrestlers during the '60s, '70s and '80s. \n\n""He was one of the first to make transition from football to wrestling,"" said Bob Ryder, who operates the wrestling Web site, 1wrestling.com. ""When he found out he was making more money as a wrestler than a football player, he gave up football. He was such a big star."" \n\nOver the course of his 30-year wrestling career, McDaniel had memorable battles with wrestling stars such as ""Nature Boy"" Ric Flair, ""Rowdy"" Roddy Piper and Sgt. Slaughter. He won several titles before retiring in 1989. \n\n""I wrestled all the top wrestlers in the world, and I traveled a lot,"" McDaniel said once. ""I got to see a lot of places that I probably wouldn't have gotten to see."" \n\nHe was also fiercely proud of his Chickasaw Indian heritage and always entered the ring with his trademark elaborate feather headdress. \n\nShortly after retiring, health problems limited McDaniel to one of his newfound passions -- golf. He lived in Charlotte, N.C., until recently, but moved to Houston to live with his daughter and son-in-law as his health began to deteriorate. \n\n""He also became a mentor to a lot of other wrestlers,"" Rowe said. ""He was so famous, I just didn't realize it until now. We've got so many calls from people."" \n\nRowe said the family plans to cremate McDaniel's body and scatter the ashes over a lake near Del Rio, which was once the favorite fishing spot for her father and grandfather. They also plan to hold a memorial service for McDaniel in Midland next week. \n\nHe is survived by two daughters and a son."
5,"What open source program is the best example of Ruby programming to study to learn the language better? Looking for a good open source program to study in order to pick up on the idioms of Ruby programming that make Ruby programs uniquely succinct, elegant, powerful, profound, and readable. I am looking for a program that when I study thee source code for it, it will show me the strengths of the language.\n\nSort of like design patterns but code patterns.  You know, good idioms of the language that are in popular use. Hello,\n\nWell there are over 421 active projects at my favorite open source project Sourceforge.net so here's the list of Ruby based projects http://sourceforge.net/softwaremap/trove_list.php?form_cat=293 from which you can find one you're intrested in.\n\nHave fun! \n\nP.S. Please close your question if you feel I've answered your question so I can recieve extra points. \n\nThanks,\n\nV"
6,
8,
7,
5,"Are there any MS Access templates to create a structured survey/questionnaire? Preferably at no cost. I need the survey to be able to go to certain questions based on answers. For example, if Yes -> Q12 if No -> Q19. Needs to work in an MS Access environment, preferably through a Web Interface. yes"
9,
9,
7,Does eredicane (the all-natural pill to alleviate blushing) work? I want to order this product because I have a blushing problem but it is very expensive and I want to get some real opinions on it before I spend the money... I have just ordered some and will give an update once I start the supplement.
7,
1,"What is the best English translation of the Upanishads? I'm not an academic but I'm not looking for the cliffnotes version either. What the best English translation is, I can't tell, but I can give you a link a translation online. Maybe the best translation don't exist online:\nProject Gutenberg got a translation by Swami Paramananda"
7,"what kind of man are u atracted 2.? im atracted 2 boys with blue eye,nice smile,and a nice butt in jeans. My hubby :)\n\nTall - 6'4""\nDark - long brown hair, big brown eyes\nHandsome - SOOOO cute ... I'm still in lust :)\nHonest\nAND ... the best - he takes VERY good care of me!!"
7,
1,
3,
5,
7,
4,
7,"how do i get thoselittle iconsfor my messanger? you no those little iconsyou can use when chating on yahoo Hey, just bringing this old question up for a vote. \n\nIf you have not found the answer you are looking for, please, feel free to use one of the following links from my personal collection:\n\nhttp://www.dogpile.com\nhttp://www.itools.com/\nhttp://en.wikipedia.org/wiki/Main_Page\nhttp://www.dictionary.com\nhttp://www.thefreedictionary.com/\nhttp://www.medterms.com/script/main/hp.asp\nhttp://www.alexa.com\nhttp://www.searchtools.com/tools/tools.html\nhttp://www.infopeople.org/search/chart.html\nhttp://www.brbpub.com/pubrecsites.asp\nhttp://www.searchsystems.net/\nhttp://library.albany.edu/internet/choose.html\nhttp://www.archive.org/\nhttp://www.publicnoticeads.com/\nhttp://www.samspade.org\nhttp://www.free-ed.net/free-ed/ \nhttp://www.hplearningcenter.com \nhttp://www.petfinder.com/\nhttp://www.findlaw.com\nhttp://www.rxlist.com\nhttp://www.webmd.com\nhttp://www.truthorfiction.com\nhttp://www.salary.com\nhttp://www.songlyrics.com/\n\nMy post is simply to encourage you to pick a ""Best Answer"" or to assist you in finding the answer. \n\nThank you!"
7,
10,
7,
2,"What is the color of the bear? A bear is on top of a cliff 200 meters tall. It trips and falls down and hits the ground in 20 seconds. What is the color of the bear? If it falls down from the top of the cliff to the ground 200 meters below, it'll hit the ground in 6.413696282 seconds if it doesn't strike any object on the way down.  If all it did was to trip and hit the ground still on top of the cliff and took 20 seconds to do so, it probably struggled to remain up (on either 2 or 4 paws) and probably will remain its original color.\n\nHowever, since the bear spent 20 seconds falling a distance that should have taken it < 7 seconds, then it probably fought its way down, bouncing from boulder to boulder, treee to tree, as it fell.  Therefore I expect the bear to be colored some brown (from dirt), some green (from brush), and some red (from torn skin & fur)."
7,"how do I start my own business? Small art related home business Whichever name you choose for your art related home business, you will want to ensure that it is legally available. This entails conducting comprehensive trademark and common-law research. If both steps are clear, you can then decide if you want to file for a State or Federal trademark. TradeMark Express is ready to assist you with these steps. \n\nFor further details and/or questions, please contact me at:\n\n800.340.2010\ndc@tmexpress.com\nwww.tmexpress.com\n\nThank you!\n\nShannon Moore"
1,"Should you tip carry-out servers? Should you tip servers when you get carry out from a restaurant?  For example, picking up from an Applebee's-type place or Chinese restaurant.  How much should you tip? Tipping is typically related to service, picking up food from a restaurant hardly qualifies as such.\n\nThere is no hard-set rule to tip for carry-out, but it's not customary.\n\nThat said, it's also your preference, if you feel you should or you visit the place often you might want to consider it. I still tip my favorite buritto place as it's a token of appreciation and I know how little they make.. I do tip less than if I ate there."
9,
5,
6,Who will win the Lakers/Heat game on Christmas Day? KOBE VS SHAQ Pat Riley. It's allll about him since he showed up in Miami. No wonder. They have improved with him. It's not just Shaq returning. The Heat will win 109 to 89.
5,"I keep getting the ""Network Cable Unplugged"" error with Windows XP!? Ok. This is absolutely retarded. I have a network cable, see? I plug it into my iMac and the internet connection works fine. I take out the cable and plug it into an ethernet card which is connected to a laptop with a fresh install of XP, and the internet connection on the laptop automagically doesn't work. Windows keeps telling me that the network cable is unplugged. This, of course, is total BS, as the cable is in there snugly. I know that the computer recognizes the card (I checked; the drivers are installed), but for some reason, it doesn't detect the cable which is plugged in. Strangely enough, not only does the cable work with the iMac, but it also worked on the same exact laptop with the same exact ethernet card when Ubuntu was installed. \n\nIf anyone could help, I'd be much obliged. When you use an Ethernet cable to connect your computer to a hub, switch or router, you use what's called an MDI (straight through) cable.\n\nIn order to connect one computer to another directly, you must use an Ehternet cable with a different pinout called an MDI-X (cross over) cable.\n\nThe reason for this is because your computer is a ""terminal"" device.  It transmits data on a specific wire and expects to receive data on a specific other wire.  Then you connect it to a ""host"" device and it expects same thing, but on the opposite wires.\n\nFor more information, see the article on Ehternet on howstuffworks.com\n\nhttp://computer.howstuffworks.com/ethernet.htm"
7,
7,
4,
7,"As usual disgusting kids with too much time on their hands are intruding on a logical site.? I am so tired of looking at message boards hoping to learn something and finding it filled with disgusting comments from kids and young adults with twisted minds and too much time on there hands, can't these message boards be watched and that kind of statements and comments taken off. i'm sure it is being watched but there's lots of questions to be dealt with, so some stuff might slip. just ignore the bad stuff and don't let it bother you.\nthere's also a ""report abuse"" button under each poster's name, so you can try that if you really care that much."
2,
6,
